명사,분류
Harry,인물
Well,일반명사
Ron,인물
pie,일반명사
look,일반명사
Harry,인물
face,일반명사
people,일반명사
duels,일반명사
wizards,일반명사
Malfoy,인물
ll,일반명사
sparks,일반명사
magic,일반명사
damage,일반명사
wand,일반명사
nothing,일반명사
happens,일반명사
nose,일반명사
Ron,인물
Excuse,기관/단체
Hermione Granger,인물
person,일반명사
eat,일반명사
peace,일반명사
place,일반명사
Ron,인물
Hermione,인물
Harry,인물
help,일반명사
Malfoy,인물
Bet,일반명사
Ron,인물
muttered,일반명사
school,일반명사
night,일반명사
think,일반명사
points,일반명사
Gryffindor,일반명사
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
caught,일반명사
bound,일반명사
none,일반명사
business,일반명사
Harry,인물
Ron,인물
end,일반명사
day,일반명사
Harry,인물
Dean,지명(국가/도시)
Seamus,지명(국가/도시)
Neville,기관/단체
hospital,일반명사
wing,일반명사
Ron,인물
advice,일반명사
dodge,일반명사
chance,일반명사
Filch,인물
Norris,지명(국가/도시)
Harry,인물
luck,일반명사
school,일반명사
rule,일반명사
today,일반명사
hand,일반명사
Malfoy,인물
face,일반명사
darkness,일반명사
chance,일반명사
Malfoy,지명(국가/도시)
miss,일반명사
eleven,일반명사
Ron,인물
bathrobes,일반명사
wands,일반명사
tower,일반명사
room,일반명사
staircase,일반명사
Gryffindor,기관/단체
room,일반명사
embers,일반명사
fireplace,일반명사
armchairs,일반명사
shadows,일반명사
portrait,일반명사
hole,일반명사
voice,일반명사
spoke,일반명사
chair,일반명사
lamp,일반명사
Hermione Granger,인물
pink,일반명사
bathrobe,일반명사
frown,일반명사
Ron,인물
Go,일반명사
bed,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
brother,일반명사
Hermione,인물
Percy,인물
prefect,일반명사
stop,일반명사
Harry,인물
anyone,일반명사
Come,기관/단체
Ron,인물
portrait,일반명사
Fat Lady,기관/단체
hole,일반명사
Hermione,인물
Ron,인물
portrait,일반명사
hole,일반명사
goose,일반명사
Don,인물
Gryffindor,인물
yourselves,일반명사
Slytherin,인물
House,기관/단체
Cup,일반명사
points,일반명사
Professor,기관/단체
McGonagall,일반명사
Go,일반명사
All,일반명사
train,일반명사
home,일반명사
tomorrow,일반명사
re,일반명사
Hermione,인물
portrait,일반명사
Fat Lady,기관/단체
painting,일반명사
Fat Lady,기관/단체
visit,일반명사
Hermione,인물
Gryffindor Tower,기관/단체
problem,일반명사
Ron,인물
end,일반명사
corridor,일반명사
Hermione,인물
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Filch,인물
truth,일반명사
ve,일반명사
nerve,일반명사
Ron,인물
Shut,인물
Harry,인물
sort,일반명사
Mrs,일반명사
Norris,지명(국가/도시)
Ron,인물
dark,일반명사
Norris,지명(국가/도시)
Neville,인물
floor,일반명사
Thank,지명(국가/도시)
goodness,일반명사
hours,일반명사
password,일반명사
Keep,일반명사
voice,일반명사
Neville,지명(국가/도시)
password,일반명사
Pig,일반명사
snout,일반명사
help,일반명사
Fat Lady,기관/단체
How,일반명사
arm,일반명사
Harry,인물
Fine,일반명사
Neville,인물
Madam Pomfrey,인물
Good,일반명사
look,일반명사
Neville,지명(국가/도시)
see,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Don,일반명사
Neville,인물
feet,일반명사
Bloody Baron,기관/단체
Ron,인물
watch,일반명사
Hermione,기관/단체
Neville,지명(국가/도시)
caught,일반명사
Curse,인물
Bogies Quirrell,기관/단체
Hermione,인물
mouth,일반명사
Ron,인물
Curse,기관/단체
Bogies,지명(국가/도시)
Harry,인물
corridors,일반명사
bars,일반명사
moonlight,일반명사
windows,일반명사
turn,일반명사
Harry,인물
Filch,인물
Norris,지명(국가/도시)
staircase,일반명사
floor,일반명사
tiptoed,일반명사
trophy,일반명사
room,일반명사
Malfoy,인물
Crabbe,지명(국가/도시)
trophy,일반명사
cases,일반명사
moonlight,일반명사
Cups,인물
shields,일반명사
plates,일반명사
statues,일반명사
silver,일반명사
gold,일반명사
darkness,일반명사
walls,일반명사
eyes,일반명사
doors,일반명사
end,일반명사
room,일반명사
Harry,인물
wand,일반명사
case,일반명사
Malfoy,지명(국가/도시)
leapt,일반명사
minutes,일반명사
Ron,인물
noise,일반명사
room,일반명사
jump,일반명사
Harry,인물
wand,일반명사
someone,일반명사
speak,일반명사
Malfoy,인물
Sniff,인물
sweet,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Filch,인물
Norris,지명(국가/도시)
Harry,인물
door,일반명사
Filch,인물
voice,일반명사
Neville,인물
robes,일반명사
corner,일반명사
Filch,인물
trophy,일반명사
room,일반명사
re,일반명사
mutter,일반명사
way,일반명사
Harry,인물
others,일반명사
gallery,일반명사
suits,일반명사
armor,일반명사
Filch,인물
Neville,인물
squeak,일반명사
run,일반명사
Ron,인물
waist,일반명사
pair,일반명사
suit,일반명사
armor,일반명사
clanging,일반명사
crashing,일반명사
castle,일반명사
RUN,일반명사
Harry,인물
gallery,일반명사
Filch,인물
doorpost,일반명사
corridor,일반명사
Harry,인물
lead,일반명사
idea,일반명사
tapestry,일반명사
passageway,일반명사
Charms,일반명사
classroom,일반명사
miles,일반명사
trophy,일반명사
room,일반명사
Harry,인물
wall,일반명사
forehead,일반명사
Neville,인물
Hermione,인물
stitch,일반명사
chest,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Gryffindor Tower,기관/단체
Ron,인물
Malfoy,인물
Hermione,인물
Harry,인물
Filch,인물
someone,일반명사
trophy,일반명사
room,일반명사
Malfoy,지명(국가/도시)
Harry,인물
Let,인물
dozen,일반명사
paces,일반명사
doorknob,일반명사
something,일반명사
classroom,일반명사
front,일반명사
Peeves,인물
sight,일반명사
squeal,일반명사
delight,일반명사
Shut,인물
please,일반명사
Peeves,인물
midnight,일반명사
Ickle Firsties,인물
Tut,일반명사
tut,일반명사
tut,일반명사
Naughty,인물
get,일반명사
Peeves,기관/단체
Should,일반명사
Filch,인물
Peeves,인물
sanity,일반명사
voice,일반명사
eyes,일반명사
Get,일반명사
way,일반명사
Ron,인물
swipe,일반명사
Peeves,기관/단체
mistake,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
STUDENTS,기관/단체
OUT,일반명사
OF,일반명사
BED,일반명사
STUDENTS,기관/단체
OUT,일반명사
BED,기관/단체
DOWN,일반명사
THE,일반명사
CHARMS,기관/단체
CORRIDOR,일반명사
Peeves,기관/단체
lives,일반명사
end,일반명사
corridor,일반명사
door,일반명사
Ron,인물
door,일반명사
end,일반명사
footsteps,일반명사
Filch,인물
Peeves,인물
shouts,일반명사
move,일반명사
Hermione,인물
Harry,인물
wand,일반명사
lock,일반명사
lock,일반명사
door,일반명사
swung,일반명사
ears,일반명사
Which,인물
way,일반명사
Peeves,인물
Filch,인물
Quick,인물
Say,인물
Don,일반명사
mess,일반명사
Shan,인물
nothing,일반명사
please,일반명사
Peeves,인물
annoying,일반명사
voice,일반명사
NOTHING,일반명사
Ha,일반명사
haaa,일반명사
Told,일반명사
nothing,일반명사
please,일반명사
Ha,일반명사
ha,일반명사
Haaaaaa,인물
sound,일반명사
Peeves,일반명사
Filch,지명(국가/도시)
cursing,일반명사
rage,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
door,일반명사
Harry,인물
Neville,인물
Neville,인물
sleeve,일반명사
Harry,인물
bathrobe,일반명사
minute,일반명사
Harry,인물
moment,일반명사
top,일반명사
everything,일반명사
room,일반명사
corridor,일반명사
corridor,일반명사
floor,일반명사
eyes,일반명사
dog,일반명사
dog,일반명사
space,일반명사
ceiling,일반명사
floor,일반명사
heads,일반명사
pairs,일반명사
rolling,일반명사
eyes,일반명사
noses,일반명사
direction,일반명사
mouths,일반명사
saliva,일반명사
hanging,일반명사
slippery,일반명사
ropes,일반명사
fangs,일반명사
eyes,일반명사
Harry,인물
reason,일반명사
appearance,일반명사
surprise,일반명사
growls,일반명사
meant,일반명사
Harry,인물
doorknob,일반명사
Filch,인물
death,일반명사
Filch,인물
Harry,인물
door,일반명사
shut,일반명사
corridor,일반명사
Filch,인물
space,일반명사
monster,일반명사
stop,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
portrait,일반명사
Fat Lady,기관/단체
floor,일반명사
earth,일반명사
bathrobes,일반명사
shoulders,일반명사
Never,일반명사
mind,일반명사
pig,일반명사
snout,일반명사
pig,일반명사
snout,일반명사
Harry,인물
portrait,일반명사
swung,일반명사
room,일반명사
armchairs,일반명사
while,일반명사
anything,일반명사
Neville,인물
thing,일반명사
school,일반명사
Ron,인물
dog,일반명사
needs,일반명사
exercise,일반명사
Hermione,인물
breath,일반명사
temper,일반명사
eyes,일반명사
Didn,일반명사
floor,일반명사
Harry,인물
feet,일반명사
No,일반명사
floor,일반명사
trapdoor,일반명사
re,일반명사
yourselves,일반명사
mind,일반명사
Ron,인물
mouth,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
No,일반명사
mind,일반명사
Hermione,인물
Harry,인물
something,일반명사
bed,일반명사
dog,일반명사
something,일반명사
Hagrid,인물
Gringotts,인물
place,일반명사
world,일반명사
something,일반명사
Hogwarts,일반명사
Harry,인물
grubby,일반명사
package,일반명사
vault,일반명사
thirteen,일반명사
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
HALLOWEEN Malfoy,기관/단체
couldn,일반명사
eyes,일반명사
Harry,인물
Ron,인물
Hogwarts,일반명사
day,일반명사
morning,일반명사
Harry,인물
Ron,인물
dog,일반명사
adventure,일반명사
meantime,일반명사
Harry,인물
Ron,인물
package,일반명사
Gringotts,지명(국가/도시)
Hogwarts,지명(국가/도시)
lot,일반명사
time,일반명사
protection,일반명사
Ron,인물
Harry,인물
object,일반명사
inches,일반명사
chance,일반명사
clues,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Neither,일반명사
Neville,일반명사
Hermione,인물
interest,일반명사
dog,일반명사
trapdoor,일반명사
Neville,인물
dog,일반명사
Hermione,인물
Harry,인물
Ron,인물
bonus,일반명사
way,일반명사
Malfoy,지명(국가/도시)
delight,일반명사
thing,일반명사
mail,일반명사
week,일반명사
owls,일반명사
Great Hall,시설
everyone,일반명사
attention,일반명사
package,일반명사
screech,일반명사
owls,일반명사
Harry,인물
everyone,일반명사
parcel,일반명사
owls,일반명사
front,일반명사
bacon,일반명사
floor,일반명사
way,일반명사
owl,일반명사
letter,일반명사
top,일반명사
parcel,일반명사
Harry,인물
letter,일반명사
DO,일반명사
NOT,일반명사
THE,기관/단체
PARCEL,기관/단체
AT,일반명사
THE,기관/단체
TABLE,기관/단체
Nimbus,일반명사
Thousand,지명(국가/도시)
everybody,일반명사
broomstick,일반명사
Wood,인물
Quidditch,지명(국가/도시)
field,일반명사
clock,일반명사
training,일반명사
session,일반명사
Professor M.,인물
McGonagall Harry,기관/단체
difficulty,일반명사
glee,일반명사
note,일반명사
Ron,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Nimbus,일반명사
Thousand,지명(국가/도시)
Ron,인물
hall,일반명사
broomstick,일반명사
class,일반명사
entrance,일반명사
hall,일반명사
way,일반명사
upstairs,일반명사
Crabbe,인물
Goyle,인물
Malfoy,인물
package,일반명사
Harry,인물
broomstick,일반명사
Harry,인물
mixture,일반명사
jealousy,일반명사
spite,일반명사
face,일반명사
time,일반명사
Potter,인물
years,일반명사
Ron,일반명사
couldn,일반명사
broomstick,일반명사
Nimbus,일반명사
Thousand,지명(국가/도시)
home,일반명사
Malfoy,지명(국가/도시)
Comet,일반명사
Sixty,일반명사
Ron,인물
Harry,기관/단체
Comets,일반명사
league,일반명사
Weasley,인물
afford,일반명사
handle,일반명사
Malfoy,인물
brothers,일반명사
twig,일반명사
Ron,인물
Professor Flitwick,인물
Malfoy,기관/단체
elbow,일반명사
boys,일반명사
Potters,일반명사
broomstick,일반명사
Professor,지명(국가/도시)
Malfoy,인물
right,일반명사
Professor Flitwick,인물
Harry,기관/단체
Professor,일반명사
McGonagall,기관/단체
circumstances,일반명사
Potter,인물
model,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Nimbus,일반명사
Thousand,지명(국가/도시)
sir,일반명사
Harry,인물
look,일반명사
horror,일반명사
Malfoy,인물
face,일반명사
thanks,일반명사
Malfoy,지명(국가/도시)
Harry,인물
Ron,인물
upstairs,일반명사
laughter,일반명사
Malfoy,기관/단체
rage,일반명사
confusion,일반명사
Harry,인물
top,일반명사
staircase,일반명사
Neville,인물
Remembrall,일반명사
team,일반명사
So,일반명사
reward,일반명사
rules,일반명사
voice,일반명사
Hermione,인물
stairs,일반명사
package,일반명사
Harry,인물
hand,일반명사
speaking,일반명사
Harry,인물
stop,일반명사
Ron,인물
Hermione,인물
nose,일반명사
air,일반명사
Harry,인물
lot,일반명사
trouble,일반명사
mind,일반명사
lessons,일반명사
day,일반명사
dormitory,일반명사
broomstick,일반명사
bed,일반명사
Quidditch,지명(국가/도시)
field,일반명사
night,일반명사
dinner,일반명사
upstairs,일반명사
Ron,인물
Nimbus Two Thousand,기관/단체
Wow,일반명사
Ron,인물
broomstick,일반명사
Harry,인물
bedspread,일반명사
Harry,인물
nothing,일반명사
brooms,일반명사
Sleek,인물
mahogany,일반명사
handle,일반명사
tail,일반명사
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
neat,일반명사
twigs,일반명사
Nimbus Two Thousand,기관/단체
gold,일반명사
clock,일반명사
Harry,인물
castle,일반명사
dusk,일반명사
Quidditch,지명(국가/도시)
field,일반명사
stadium,일반명사
Hundreds,일반명사
seats,일반명사
stands,일반명사
field,일반명사
spectators,일반명사
end,일반명사
field,일반명사
poles,일반명사
hoops,일반명사
end,일반명사
Harry,인물
plastic,일반명사
sticks,일반명사
Muggle,일반명사
children,일반명사
bubbles,일반명사
feet,일반명사
Too,일반명사
Wood,인물
Harry,인물
broomstick,일반명사
ground,일반명사
feeling,일반명사
goal,일반명사
posts,일반명사
field,일반명사
Nimbus Two Thousand,기관/단체
touch,일반명사
Hey,일반명사
Potter,인물
Oliver Wood,인물
crate,일반명사
arm,일반명사
Harry,인물
Very,인물
Wood,인물
eyes,일반명사
McGonagall,기관/단체
rules,일반명사
evening,일반명사
team,일반명사
practice,일반명사
times,일반명사
crate,일반명사
Inside,일반명사
balls,일반명사
Right,인물
Wood,인물
Quidditch,지명(국가/도시)
players,일반명사
side,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Three,일반명사
Chasers,일반명사
Harry,인물
Wood,인물
ball,일반명사
size,일반명사
soccer,일반명사
ball,일반명사
ball,일반명사
Quaffle,기관/단체
Wood,인물
Chasers,일반명사
Quaffle,기관/단체
hoops,일반명사
goal,일반명사
points,일반명사
time,일반명사
Quaffle,기관/단체
hoops,일반명사
Chasers,일반명사
Quaffle,기관/단체
hoops,일반명사
Harry,인물
sort,일반명사
basketball,일반명사
broomsticks,일반명사
hoops,일반명사
basketball,일반명사
Wood,인물
Never,일반명사
mind,일반명사
Harry,인물
player,일반명사
side,일반명사
Keeper,기관/단체
Keeper,일반명사
Gryffindor,기관/단체
hoops,일반명사
team,일반명사
Three,일반명사
Chasers,일반명사
Keeper,지명(국가/도시)
Harry,인물
Quaffle,기관/단체
Okay,인물
balls,일반명사
box,일반명사
show,일반명사
Wood,인물
Harry,인물
club,일반명사
bit,일반명사
baseball,일반명사
bat,일반명사
Bludgers,기관/단체
Wood,인물
Harry,인물
balls,일반명사
jet,일반명사
Quaffle,일반명사
Harry,인물
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
straps,일반명사
box,일반명사
Stand,일반명사
Wood,인물
Harry,인물
Bludgers,기관/단체
ball,일반명사
air,일반명사
Harry,기관/단체
face,일반명사
Harry,인물
swung,일반명사
bat,일반명사
nose,일반명사
air,일반명사
heads,일반명사
shot,일반명사
Wood,기관/단체
top,일반명사
ground,일반명사
See,인물
Wood,인물
Bludger,인물
crate,일반명사
Bludgers,기관/단체
rocket,일반명사
players,일반명사
brooms,일반명사
Beaters,일반명사
team,일반명사
Weasley,기관/단체
twins,일반명사
job,일반명사
side,일반명사
Bludgers,기관/단체
try,일반명사
team,일반명사
Three,일반명사
Chasers,일반명사
Quaffle,지명(국가/도시)
Keeper,기관/단체
goal,일반명사
Beaters,기관/단체
Bludgers,기관/단체
team,일반명사
Harry,인물
Wood,인물
Er,인물
Bludgers,일반명사
anyone,일반명사
Harry,인물
offhand,일반명사
Never,일반명사
Hogwarts,기관/단체
ve,일반명사
couple,일반명사
jaws,일반명사
nothing,일반명사
member,일반명사
team,일반명사
Seeker,지명(국가/도시)
Quaffle,기관/단체
Bludgers,기관/단체
head,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Don,일반명사
worry,일반명사
Weasleys,일반명사
match,일반명사
Bludgers,기관/단체
pair,일반명사
Bludgers,일반명사
Wood,인물
crate,일반명사
ball,일반명사
Quaffle,기관/단체
Bludgers,기관/단체
size,일반명사
walnut,일반명사
gold,일반명사
silver,일반명사
wings,일반명사
Wood,인물
Golden Snitch,기관/단체
ball,일반명사
lot,일반명사
Seeker,기관/단체
job,일반명사
Chasers,기관/단체
Beaters,지명(국가/도시)
Bludgers,지명(국가/도시)
Quaffle,인물
team,일반명사
Seeker,인물
whichever,일반명사
Seeker,인물
Snitch,기관/단체
team,일반명사
points,일반명사
Seekers,일반명사
game,일반명사
Quidditch,지명(국가/도시)
Snitch,지명(국가/도시)
ages,일반명사
record,일반명사
months,일반명사
substitutes,일반명사
players,일반명사
sleep,일반명사
Well,일반명사
questions,일반명사
Harry,인물
head,일반명사
right,일반명사
problem,일반명사
practice,일반명사
Snitch,지명(국가/도시)
Wood,인물
crate,일반명사
try,일반명사
bag,일반명사
golf,일반명사
pocket,일반명사
minutes,일반명사
Harry,인물
air,일반명사
Wood,인물
golf,일반명사
direction,일반명사
Harry,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Harry,인물
Wood,인물
hour,일반명사
night,일반명사
carry,일반명사
Quidditch Cup,인물
ll,일반명사
name,일반명사
year,일반명사
Wood,인물
castle,일반명사
Charlie Weasley,인물
England,지명(국가/도시)
Quidditch,인물
practice,일반명사
evenings,일반명사
week,일반명사
top,일반명사
homework,일반명사
Harry,인물
Hogwarts,기관/단체
months,일반명사
castle,일반명사
home,일반명사
Privet Drive,인물
lessons,일반명사
basics,일반명사
Halloween,일반명사
morning,일반명사
smell,일반명사
pumpkin,일반명사
corridors,일반명사
Professor Flitwick,인물
Charms,지명(국가/도시)
objects,일반명사
something,일반명사
Neville,인물
toad,일반명사
zoom,일반명사
classroom,일반명사
Professor,일반명사
Flitwick,인물
class,일반명사
pairs,일반명사
practice,일반명사
Harry,인물
partner,일반명사
Seamus Finnigan,인물
relief,일반명사
Neville,인물
eye,일반명사
Ron,인물
Hermione Granger,인물
Ron,인물
Hermione,인물
day,일반명사
Harry,인물
broomstick,일반명사
forget,일반명사
movement,일반명사
Professor Flitwick,인물
top,일반명사
pile,일반명사
books,일반명사
Swish,지명(국가/도시)
flick,일반명사
magic,일반명사
words,일반명사
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Wizard Baruffio,인물
floor,일반명사
buffalo,일반명사
Harry,인물
Seamus,인물
feather,일반명사
desktop,일반명사
Seamus,인물
wand,일반명사
fire,일반명사
Harry,인물
hat,일반명사
Ron,인물
table,일반명사
Wingardium Leviosal,기관/단체
arms,일반명사
windmill,일반명사
Harry,인물
Hermione,인물
snap,일반명사
gar,일반명사
nice,일반명사
re,일반명사
Ron,인물
Hermione,인물
sleeves,일반명사
gown,일반명사
wand,일반명사
Wingardium,일반명사
LeviosaV,일반명사
Their,일반명사
feather,일반명사
desk,일반명사
feet,일반명사
heads,일반명사
Oh,일반명사
Professor Flitwick,인물
Everyone,일반명사
see,일반명사
Miss Granger,인물
Ron,인물
mood,일반명사
end,일반명사
class,일반명사
wonder,일반명사
one,일반명사
Harry,인물
way,일반명사
corridor,일반명사
nightmare,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Someone,일반명사
Harry,인물
Hermione,인물
Harry,인물
glimpse,일반명사
face,일반명사
tears,일반명사
So,일반명사
Ron,인물
bit,일반명사
ve,일반명사
Hermione,인물
didn,일반명사
class,일반명사
wasn,일반명사
afternoon,일반명사
way,일반명사
Great Hall,시설
Halloween,기관/단체
feast,일반명사
Harry,인물
Ron,인물
Parvati Patil,인물
friend,일반명사
Lavender,일반명사
Hermione,인물
girls,일반명사
bathroom,일반명사
Ron,인물
moment,일반명사
Great Hall,시설
Halloween,기관/단체
decorations,일반명사
Hermione,인물
minds,일반명사
bats,일반명사
walls,일반명사
ceiling,일반명사
tables,일반명사
clouds,일반명사
candles,일반명사
pumpkins,일반명사
stutter,일반명사
feast,일반명사
plates,일반명사
banquet,일반명사
Harry,인물
potato,일반명사
Professor Quirrell,인물
hall,일반명사
turban,일반명사
askew,일반명사
terror,일반명사
face,일반명사
Everyone,일반명사
Professor Dumbledore,인물
chair,일반명사
table,일반명사
Troll,일반명사
dungeons,일반명사
floor,일반명사
faint,일반명사
uproar,일반명사
firecrackers,일반명사
end,일반명사
Professor Dumbledore,기관/단체
wand,일반명사
silence,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Prefects,일반명사
Houses,일반명사
dormitories,일반명사
Percy,인물
element,일반명사
Stick,인물
years,일반명사
need,일반명사
troll,일반명사
orders,일반명사
Stay,일반명사
Make,인물
way,일반명사
years,일반명사
Excuse,일반명사
prefect,일반명사
How,일반명사
troll,일반명사
get,일반명사
Harry,인물
stairs,일반명사
Don,인물
re,일반명사
Ron,인물
Halloween,일반명사
groups,일반명사
people,일반명사
directions,일반명사
way,일반명사
crowd,일반명사
Hufflepuffs,일반명사
Harry,인물
Ron,인물
arm,일반명사
Ron,인물
lip,일반명사
Oh,일반명사
right,일반명사
Percy,인물
Ducking,일반명사
Hufflepuffs,일반명사
way,일반명사
side,일반명사
corridor,일반명사
girls,일반명사
bathroom,일반명사
corner,일반명사
footsteps,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Percy,일반명사
Ron,인물
Harry,인물
stone,일반명사
griffin,일반명사
Percy,일반명사
Snape,인물
corridor,일반명사
view,일반명사
Harry,인물
dungeons,일반명사
rest,일반명사
teachers,일반명사
Search,일반명사
corridor,일반명사
Snape,인물
footsteps,일반명사
floor,일반명사
Harry,인물
Ron,인물
hand,일반명사
something,일반명사
Harry,인물
sniffed,일반명사
stench,일반명사
nostrils,일반명사
mixture,일반명사
socks,일반명사
kind,일반명사
toilet,일반명사
one,일반명사
grunting,일반명사
footfalls,일반명사
feet,일반명사
Ron,인물
end,일반명사
passage,일반명사
left,일반명사
something,일반명사
shadows,일반명사
patch,일반명사
moonlight,일반명사
sight,일반명사
Twelve,일반명사
feet,일반명사
skin,일반명사
dull,일반명사
gray,일반명사
body,일반명사
boulder,일반명사
head,일반명사
top,일반명사
coconut,일반명사
legs,일반명사
trunks,일반명사
feet,일반명사
smell,일반명사
wooden,일반명사
club,일반명사
floor,일반명사
arms,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
troll,일반명사
doorway,일반명사
ears,일반명사
mind,일반명사
room,일반명사
lock,일반명사
Harry,인물
Good,일반명사
idea,일반명사
Ron,인물
door,일반명사
mouths,일반명사
troll,일반명사
wasn,일반명사
leap,일반명사
Harry,인물
key,일반명사
door,일반명사
victory,일반명사
passage,일반명사
corner,일반명사
something,일반명사
hearts,일반명사
scream,일반명사
chamber,일반명사
Oh,일반명사
Ron,인물
pale,일반명사
Bloody Baron,기관/단체
girls,일반명사
bathroom,일반명사
Harry,인물
Hermionel,기관/단체
thing,일반명사
choice,일반명사
door,일반명사
key,일반명사
panic,일반명사
Harry,인물
door,일반명사
Hermione Granger,인물
wall,일반명사
opposite,일반명사
troll,일반명사
sinks,일반명사
walls,일반명사
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Confuse,일반명사
Harry,인물
Ron,인물
tap,일반명사
wall,일반명사
troll,일반명사
feet,일반명사
Hermione,지명(국가/도시)
noise,일반명사
eyes,일반명사
Harry,인물
club,일반명사
Oy,일반명사
Ron,인물
side,일반명사
chamber,일반명사
metal,일반명사
pipe,일반명사
troll,일반명사
didn,일반명사
pipe,일반명사
shoulder,일반명사
yell,일반명사
Ron,인물
Harry,인물
time,일반명사
Come,기관/단체
Harry,인물
Hermione,기관/단체
door,일반명사
move,일반명사
wall,일반명사
mouth,일반명사
terror,일반명사
shouting,일반명사
echoes,일반명사
troll,일반명사
berserk,일반명사
Ron,인물
way,일반명사
Harry,인물
something,일반명사
brave,일반명사
jump,일반명사
arms,일반명사
troll,일반명사
neck,일반명사
behind,일반명사
troll,일반명사
couldn,일반명사
feel,일반명사
Harry,인물
troll,일반명사
bit,일반명사
wood,일반명사
nose,일반명사
Harry,인물
wand,일반명사
hand,일반명사
troll,일반명사
nostrils,일반명사
pain,일반명사
troll,일반명사
club,일반명사
Harry,인물
life,일반명사
troll,일반명사
blow,일반명사
club,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Hermione,인물
floor,일반명사
fright,일반명사
Ron,인물
wand,일반명사
spell,일반명사
head,일반명사
Wingardium Leviosal,기관/단체
club,일반명사
troll,일반명사
hand,일반명사
air,일반명사
crack,일반명사
owner,일반명사
head,일반명사
troll,일반명사
spot,일반명사
face,일반명사
thud,일반명사
room,일반명사
tremble,일반명사
Harry,인물
feet,일반명사
breath,일반명사
Ron,인물
wand,일반명사
Hermione,일반명사
Harry,인물
wand,일반명사
troll,일반명사
glue,일반명사
Urgh,인물
troll,일반명사
troll,일반명사
trousers,일반명사
slamming,일반명사
footsteps,일반명사
racket,일반명사
course,일반명사
someone,일반명사
downstairs,일반명사
crashes,일반명사
troll,일반명사
roars,일반명사
moment,일반명사
Professor McGonagall,인물
bursting,일반명사
room,일반명사
Snape,인물
Quirrell,기관/단체
rear,일반명사
Quirrell Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
look,일반명사
troll,일반명사
faint,일반명사
whimper,일반명사
toilet,일반명사
heart,일반명사
Snape,인물
bent,일반명사
troll,일반명사
Professor,일반명사
McGonagall,일반명사
Ron,기관/단체
Harry,인물
Harry,인물
look,일반명사
lips,일반명사
Hopes,일반명사
points,일반명사
Gryffindor,기관/단체
Harry,인물
mind,일반명사
earth,일반명사
Professor McGonagall,인물
fury,일반명사
voice,일반명사
Harry,인물
Ron,기관/단체
wand,일반명사
air,일반명사
dormitory,일반명사
Snape,인물
Harry,인물
swift,일반명사
look,일반명사
Harry,인물
floor,일반명사
Ron,인물
wand,일반명사
voice,일반명사
shadows,일반명사
Please,일반명사
Professor,인물
McGonagall,기관/단체
Miss,일반명사
Granger,일반명사
Hermione,인물
feet,일반명사
troll,일반명사
Ron,인물
wand,일반명사
Hermione Granger,인물
downright,일반명사
lie,일반명사
teacher,일반명사
Harry,인물
wand,일반명사
nose,일반명사
Ron,인물
club,일반명사
time,일반명사
anyone,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Harry,인물
Ron,인물
story,일반명사
wasn,일반명사
Well,인물
case,일반명사
Professor McGonagall,인물
Miss Granger,인물
girl,일반명사
mountain,일반명사
